"","x","y","z.1","z.2","z.3","z.4","z.5","z.6","z.7","z.8","z.9","z.10","z.11","z.12","z.13","z.14","z.15","z.16","z.17","z.18","z.19","z.20","z.21","z.22","z.23","z.24","z.25","z.26","z.27","z.28","z.29","z.30","z.31","z.32","z.33","z.34","z.35","z.36","z.37","z.38","z.39","z.40","z.41","z.42","z.43","z.44","z.45","z.46","z.47","z.48","z.49","z.50","z.51","z.52","z.53","z.54","z.55","z.56","z.57","z.58","z.59","z.60","z.61","z.62","z.63","z.64","z.65","z.66","z.67","z.68","z.69","z.70","z.71","z.72","z.73","z.74","z.75","z.76","z.77","z.78","z.79","z.80","z.81","z.82","z.83","z.84","z.85","z.86","z.87","z.88","z.89","z.90","z.91","z.92","z.93","z.94","z.95","z.96","z.97","z.98","z.99","z.100"
"11",-10.0808080808081,-7.97979797979798,9.06091490029473e-272,2.47186585893927e-260,2.76069555774165e-249,1.26418094985307e-238,2.37735656016738e-228,1.83897641274133e-218,5.86022148556418e-209,7.70318349367261e-200,4.18088294809067e-191,9.3756847128642e-183,8.6942592222621e-175,3.34354217676331e-167,5.40218449850083e-160,3.88555677264337e-153,1.54292533771268e-146,4.94904026099063e-140,1.30818632450173e-133,2.35337406227114e-127,2.62071204888621e-121,1.52574243685381e-115,3.99419398181262e-110,4.38839614630225e-105,1.97654250094745e-100,3.62332852452917e-96,2.69839697945276e-92,8.17263442360874e-89,1.01558759346601e-85,5.41908579335722e-83,1.49210810325603e-80,2.99423908548195e-78,4.43378467159373e-76,4.36878201350088e-74,3.6938253451163e-72,2.23280731440394e-70,6.48220733694761e-69,7.98164879954711e-68,4.42813462711911e-67,1.79401994021874e-66,8.92399776479167e-66,2.85959320501126e-65,3.99391416838233e-65,2.29241936790899e-65,5.39085395941277e-66,5.23822454765347e-67,2.14398016843727e-68,3.8259700928992e-70,3.12169860803428e-72,1.21061550484753e-74,2.23274963590021e-77,1.89211151393376e-80,7.10110053873568e-84,1.15968892864044e-87,8.2668366183536e-92,2.61075748232768e-96,3.69989390839821e-101,2.34952944835843e-106,6.57163644415989e-112,7.90397088260977e-118,4.00099990258327e-124,8.39514524832083e-131,7.23293259780127e-138,2.54481672168415e-145,3.64537189281443e-153,2.12255753632814e-161,5.01913505703451e-170,4.81778796182252e-179,1.87675933208365e-188,2.96657146200902e-198,1.90263884466864e-208,4.95105051929205e-219,5.2272037902023e-230,2.23907250179986e-241,3.8912684553462e-253,2.74370433066516e-265,7.84884676520439e-278,9.10954056019127e-291,4.28952296757612e-304,8.19489394459271e-318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",-9.88888888888889,-7.77777777777778,9.95281188584473e-265,2.69761187021042e-253,2.98978349951921e-242,1.35683439571845e-231,2.52523171672389e-221,1.93045616967979e-211,6.07154697552996e-202,7.86803978047285e-193,4.20637568259302e-184,9.28622111337882e-176,8.47214128683789e-168,3.19853421576782e-160,5.02256622929169e-153,3.35480525849351e-146,1.04886689959174e-139,2.06550825368916e-133,3.50535472234916e-127,4.52580324198552e-121,3.85261166608575e-115,1.93593727993895e-109,4.79267550482069e-104,5.17220084159661e-99,2.3169177093748e-94,4.24023587791589e-90,3.15575119950125e-86,9.54784791051803e-83,1.18081491454896e-79,6.15304817770353e-77,1.54495900436635e-74,2.60719209446451e-72,3.39870711741406e-70,2.94068942544576e-68,2.08134053435561e-66,1.15784249888467e-64,3.30224061914955e-63,4.05017436122868e-62,2.21667780180367e-61,8.35620204488855e-61,3.86411497209394e-60,1.21813355496051e-59,1.69795173907191e-59,9.75682885228252e-60,2.30262680515261e-60,2.25516556248509e-61,9.37857318711809e-63,1.72211449722467e-64,1.46555094416195e-66,5.96125575647669e-69,1.14654227895525e-71,1.0042989992061e-74,3.88351739115174e-78,6.56596917045104e-82,4.89503550394657e-86,1.63209801839609e-90,2.44647830031356e-95,1.63042327763916e-100,4.7235502697833e-106,5.81106467235718e-112,2.98114133750117e-118,6.30239533474077e-125,5.45224066356279e-132,1.92254358214584e-139,2.75722994092513e-147,1.60643118701606e-155,3.79992757729841e-164,3.64812880446174e-173,1.42125254864228e-182,2.24666707747275e-192,1.44095853061769e-202,3.74971625493483e-213,3.95889158478986e-224,1.69579747988223e-235,2.94712051332131e-247,2.07799487233935e-259,5.94447160038693e-272,6.89928378039652e-285,3.24875230169828e-298,6.20656008051777e-312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",-9.6969696969697,-7.57575757575758,5.96424534792188e-258,1.60748142385961e-246,1.7697273804983e-235,7.96843199870917e-225,1.46944060384879e-214,1.11149589620893e-204,3.45411286948443e-195,4.41700507248847e-186,2.32764696391951e-177,5.06101752412786e-169,4.54473724046457e-161,1.68711417637699e-153,2.59483838584771e-146,1.66817562990141e-139,4.65723526575962e-133,6.56974129949685e-127,6.70606775922007e-121,5.86307145042723e-115,3.63807027203457e-109,1.4498950503841e-103,3.21652767792896e-98,3.3399689626108e-93,1.47824135650579e-88,2.69547950312002e-84,2.00367313847972e-80,6.05665924795305e-77,7.46652648977375e-74,3.82926297933965e-71,8.98062519959782e-69,1.28806322917381e-66,1.45096261157721e-64,1.11452900519957e-62,6.5910546311049e-61,3.29163381163367e-59,9.14828501262491e-58,1.11632867470596e-56,6.04118213106811e-56,2.13264984965373e-55,9.12093895599536e-55,2.81943681469986e-54,3.92007830903715e-54,2.25565475304133e-54,5.34696310740378e-55,5.28766424277318e-56,2.24132461120194e-57,4.25241097714076e-59,3.78614116266649e-61,1.61535362508252e-63,3.23538176792342e-66,2.93035364965203e-69,1.17173382399898e-72,2.06381117739122e-76,1.61924222955571e-80,5.7141096296933e-85,9.03049768372137e-90,6.27188653238706e-95,1.8684292860742e-100,2.33807305458623e-106,1.21121848856976e-112,2.57445876480999e-119,2.23368271493633e-126,7.88860144485122e-134,1.13228821665568e-141,6.59989518265018e-150,1.5615332910283e-158,1.4993378156023e-167,5.84155951810252e-177,9.23445304980134e-187,5.92286470950691e-197,1.54128479560489e-207,1.62727253229963e-218,6.97046628001995e-230,1.21139660732923e-241,8.54148244798823e-254,2.44344297906121e-266,2.83591396338379e-279,1.33538252957733e-292,2.5511739926354e-306,1.97725071465667e-320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",-9.50505050505051,-7.37373737373737,1.94893210536528e-251,5.22714765722376e-240,5.7214378268718e-229,2.55851462236086e-218,4.68011398171268e-208,3.50689854373748e-198,1.0780904165153e-188,1.36190601335179e-179,7.08079763824276e-171,1.51734545850586e-162,1.34177537750211e-154,4.9012782691092e-147,7.40521429779161e-140,4.64496014653283e-133,1.22800226468439e-126,1.45847178857518e-120,9.73828627745825e-115,5.25870319553363e-109,2.29339246865495e-103,6.78399742386541e-98,1.24538386699041e-92,1.19493899452822e-87,5.15147555193468e-83,9.31764581015009e-79,6.90887894867709e-75,2.08607469474096e-71,2.56589645445908e-68,1.30205634137101e-65,2.90873439925361e-63,3.61894309336393e-61,3.46217050933155e-59,2.36819528024271e-57,1.17902910970222e-55,5.15148583421027e-54,1.37949994629917e-52,1.67155149526124e-51,8.96132552232039e-51,2.98273836281759e-50,1.17469326758377e-49,3.54690083276573e-49,4.91565060312706e-49,2.8332170289992e-49,6.75279902378396e-50,6.75718363930968e-51,2.92972747960848e-52,5.7674876476849e-54,5.38566485237823e-56,2.40915066755905e-58,5.02101463275425e-61,4.71060882646196e-64,1.95747545427992e-67,3.61531685412357e-71,2.99875961673634e-75,1.11918087965486e-79,1.8540522759851e-84,1.33186518946342e-89,4.05363671035749e-95,5.13676472055131e-101,2.67986920881466e-107,5.71801133974241e-114,4.97137554735999e-121,1.75765088456044e-128,2.52431175991675e-136,1.47182849956661e-144,3.48291093776373e-153,3.34447623269221e-162,1.3030984734344e-171,2.06001352698993e-181,1.32128417732382e-191,3.43835120568853e-202,3.63018849696997e-213,1.55500406023319e-224,2.70244260914704e-236,1.90547654197276e-248,5.45095607509707e-261,6.3265011028127e-274,2.97903949338604e-287,5.69128936419273e-301,4.41130199101272e-315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",-9.31313131313131,-7.17171717171717,3.47161943339889e-245,9.27135059678759e-234,1.00968643315473e-222,4.4881578649235e-212,8.15201740825058e-202,6.05798025969256e-192,1.84448104234045e-182,2.30448313087967e-173,1.18336517722344e-164,2.50141901445114e-156,2.17967480802769e-148,7.83900419168984e-141,1.16489842914621e-133,7.1663869355056e-127,1.83657514339815e-120,2.01142319068029e-114,1.04416472511277e-108,3.47183638865087e-103,9.83916795391925e-98,2.08815254542207e-92,2.92493835262408e-87,2.42275689334166e-82,9.88063861044147e-78,1.75560119275016e-73,1.2946437718915e-69,3.90169549027292e-66,4.79042384824785e-63,2.41370561734201e-60,5.21341590705295e-58,5.77382171609449e-56,4.64199317537124e-54,2.81151522132042e-52,1.19460878966524e-50,4.4617673893228e-49,1.13383375895279e-47,1.36011481000883e-46,7.23405874947084e-46,2.28616111425729e-45,8.26361680838368e-45,2.42627379898526e-44,3.34872924832891e-44,1.93396335627173e-44,4.64053305577438e-45,4.7104914415622e-46,2.09725828010559e-47,4.30150637893842e-49,4.2204447601197e-51,1.97840199256884e-53,4.29157186232101e-56,4.18424521530986e-59,1.81773469206919e-62,3.54084000071649e-66,3.1104114589356e-70,1.22296859107786e-74,2.1084223903783e-79,1.55536296594589e-84,4.81057003603954e-90,6.15205842410296e-96,3.22578506636991e-102,6.90160808309195e-109,6.00916882481387e-116,2.12621242259426e-123,3.05488720743063e-131,1.78157312625667e-139,4.21636927086972e-148,4.04902735893884e-157,1.57766118475804e-166,2.49410034627175e-176,1.59971996330706e-186,4.1629386854333e-197,4.3952141250135e-208,1.88270796677282e-219,3.27196172420729e-231,2.3070419993337e-243,6.59970708767628e-256,7.65976791365667e-269,3.60685187401639e-282,6.89069021760293e-296,5.34095421624525e-310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",-9.12121212121212,-6.96969696969697,3.37054548425217e-239,8.96731960872761e-228,9.72240346634659e-217,4.29910334387676e-206,7.76045721945497e-196,5.7251390798137e-186,1.72834686624993e-176,2.1381815122446e-167,1.08567144854258e-158,2.26612212593714e-150,1.94746562596334e-142,6.90029675156669e-135,1.00929410703767e-127,6.10261261433073e-121,1.5298022526661e-114,1.6066182966072e-108,7.37704497922582e-103,1.73904311983598e-97,2.99554691913713e-92,4.33696386861828e-87,4.41842877000216e-82,2.89943925719709e-77,1.05991922447218e-72,1.812391712311e-68,1.32052050199231e-64,3.96453149603937e-61,4.85800980521467e-58,2.43582644545779e-55,5.14190589921429e-53,5.20510804203409e-51,3.51793345145004e-49,1.86207124265895e-47,6.85446570254499e-46,2.15206994165937e-44,5.08958029633067e-43,6.01652422951082e-42,3.17776030383463e-41,9.60220027410218e-41,3.1791835629112e-40,9.02972914420268e-40,1.23969930301338e-39,7.17671763758671e-40,1.73628252243809e-40,1.79312114861088e-41,8.23312135790095e-43,1.76610370048562e-44,1.82306070588535e-46,8.95372308846635e-49,2.02466164635797e-51,2.06104505945544e-54,9.41793531633961e-58,1.94236226575203e-61,1.80427329038751e-65,7.42745447787223e-70,1.32257804281464e-74,9.95662422092789e-80,3.11614511504968e-85,4.01152180706422e-91,2.11097988677266e-97,4.52518133339726e-104,3.94408166007333e-111,1.39628681448255e-118,2.00672729943127e-126,1.17047739883053e-134,2.77033955808516e-143,2.66050180451892e-152,1.03666002080064e-161,1.63885937016244e-171,1.05117362086631e-181,2.73546990988405e-192,2.88810331449362e-203,1.23713202294587e-214,2.15001512342993e-226,1.51596408667748e-238,4.33668753828572e-251,5.03325708292717e-264,2.37007356300434e-277,4.52789402319451e-291,3.50955770266418e-305,1.10364383968018e-319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",-8.92929292929293,-6.76767676767677,1.7837394314785e-233,4.72926493755487e-222,5.10710272734585e-211,2.24782444274946e-200,4.0355851427618e-190,2.95818058767003e-180,8.86354118098482e-171,1.08696847283155e-161,5.46362326355224e-153,1.12738345748296e-144,9.56485933529982e-137,3.34170160297155e-129,4.81448329208848e-122,2.86418750885831e-115,7.04856155205733e-109,7.20887300209242e-103,3.11794124585351e-97,6.11676477290426e-92,6.86523965478859e-87,6.22135024338632e-82,4.46570472135384e-77,2.16956203448922e-72,6.55971334173078e-68,1.0366575054909e-63,7.35741222051315e-60,2.19079925988982e-56,2.67641670517474e-53,1.33697805504976e-50,2.77889898595742e-48,2.63280612698901e-46,1.51410899155324e-44,6.8860359153498e-43,2.22144096271492e-41,5.81941598908636e-40,1.25122646528748e-38,1.44781883185774e-37,7.59644250994159e-37,2.20985303906722e-36,6.69846451565201e-36,1.82963935281566e-35,2.49489483225265e-35,1.44843416312192e-35,3.53963093533538e-36,3.73169964202913e-37,1.77493144297742e-38,3.99613018008206e-40,4.34411013701319e-42,2.23656973690003e-44,5.28778957599041e-47,5.65134249101024e-50,2.73041200914943e-53,5.96777663750746e-57,5.83558849973472e-61,2.49655045381912e-65,4.55933337993675e-70,3.48480054817269e-75,1.1000655432484e-80,1.42285585799223e-86,7.50657568088487e-93,1.61132979357731e-99,1.4054265560891e-106,4.97740688513264e-114,7.15492049883423e-122,4.17374558792482e-130,9.87917108353874e-139,9.48776754724334e-148,3.69695088894274e-157,5.84457100712199e-167,3.74875722865832e-177,9.75541645412117e-188,1.02997605947735e-198,4.41195155948046e-210,7.66754529748146e-222,5.40634588070972e-234,1.54658248528398e-246,1.79499850341953e-259,8.45233720793277e-273,1.61477214300931e-286,1.2516052773364e-300,3.93591057897193e-315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",-8.73737373737374,-6.56565656565657,5.14728444846026e-228,1.3602456794605e-216,1.46352889648094e-205,6.4145258095958e-195,1.14603350885226e-184,8.3531977808571e-175,2.48629996016142e-165,3.02548817631946e-156,1.50711530502011e-147,3.07777925576518e-139,2.58073155515514e-131,8.89918167366175e-124,1.26393212971513e-116,7.40433027020891e-110,1.79178048972743e-103,1.79559467312267e-97,7.50788217617888e-92,1.34821774040289e-86,1.16247786786659e-81,6.51611263315126e-77,3.07318836690654e-72,1.07019238848575e-67,2.4639232252404e-63,3.36082041602796e-59,2.25649221110989e-55,6.59969487686559e-52,8.01549135858692e-49,3.98961016743679e-46,8.20481909519665e-44,7.41602715432379e-42,3.707801980974e-40,1.42656642411416e-38,4.05123527019799e-37,8.87580648389717e-36,1.69115391728913e-34,1.89717834708236e-33,9.8840610523051e-33,2.7863881121341e-32,7.74171031156929e-32,2.02030254883747e-31,2.73086399847826e-31,1.59074745967247e-31,3.93516674332699e-32,4.25146535031703e-33,2.10449407996687e-34,4.98856328722649e-36,5.71680302693436e-38,3.09040275052957e-40,7.6719607921178e-43,8.6566006303807e-46,4.43567530586659e-49,1.02506349256707e-52,1.04820115911066e-56,4.62531586394451e-61,8.61093420601569e-66,6.65521484584434e-71,2.11392589098284e-76,2.74341089376686e-82,1.44995218034227e-88,3.11539001409838e-95,2.71867222515398e-102,9.6309395628553e-110,1.38462475580342e-117,8.07766601894412e-126,1.91204306547373e-134,1.83632821603987e-143,7.15541395481774e-153,1.13121788363241e-162,7.25574950796416e-173,1.88817171452908e-183,1.9935318468916e-194,8.53939260314816e-206,1.48406423898034e-217,1.04640602595822e-229,2.99343285916877e-242,3.47424579267986e-255,1.6359622292776e-268,3.12541513187564e-282,2.42250035725323e-296,7.61801262688614e-311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",-8.54545454545455,-6.36363636363636,8.10529267520858e-223,2.13485678260495e-211,2.28877350566437e-200,9.99199139847879e-190,1.77725154419406e-179,1.28879501908076e-169,3.81339989256446e-160,4.60851250196003e-151,2.27734871745407e-142,4.60777279286567e-134,3.82278281302791e-126,1.30248013316246e-118,1.82537829522999e-111,1.05388402575963e-104,2.51038589299038e-98,2.47157315721194e-92,1.00947968464393e-86,1.73149611248826e-81,1.30780449856242e-76,5.15180220664814e-72,1.49319078487656e-67,3.56931654976013e-63,5.96237142979671e-59,6.43443042877572e-55,3.87170746148383e-51,1.08956125875688e-47,1.30699478953517e-44,6.47294128046881e-42,1.32087004523283e-39,1.1554708433058e-37,5.15616674660951e-36,1.66412747855643e-34,4.14371587572499e-33,7.66798465351452e-32,1.26306024592294e-30,1.35569211810297e-29,7.00277891369047e-29,1.92481047421531e-28,4.91648646766426e-28,1.21716890891147e-27,1.62681920219594e-27,9.5132584075737e-28,2.38834344857633e-28,2.65559846778557e-29,1.37449155955905e-30,3.4401684941032e-32,4.16190698993618e-34,2.36905776965232e-36,6.20665293452891e-39,7.42658526830962e-42,4.03606918217537e-45,9.81106129203698e-49,1.04120514490771e-52,4.70627131316357e-57,8.88784881374762e-62,6.92490051980749e-67,2.20932975342895e-72,2.87405586458553e-78,1.52093121718906e-84,3.27010136382394e-91,2.8547020032028e-98,1.01147381833608e-105,1.45432494273018e-113,8.48473277858104e-122,2.00845474748791e-130,1.92895049690551e-139,7.51638323915928e-149,1.18828933036001e-158,7.62182825064934e-169,1.98343906217522e-179,2.0941163868749e-190,8.97025433772859e-202,1.55894412423092e-213,1.09920354404489e-225,3.14446981464874e-238,3.64954278556231e-251,1.71850657263573e-264,3.28311154588421e-278,2.54473040742826e-292,8.00238825775327e-307,1.02271588689138e-321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",-8.35353535353535,-6.16161616161616,6.97430757054382e-218,1.83025072218058e-206,1.95489666577338e-195,8.50087545116131e-185,1.50557592165802e-174,1.086596185397e-164,3.19777982965321e-155,3.84060459043951e-146,1.88429923139758e-137,3.78096963577028e-129,3.10695977391386e-121,1.04709123554347e-113,1.44953139611722e-106,8.25571274758829e-100,1.93751290381578e-93,1.87672857642438e-87,7.52009689640015e-82,1.25363975422379e-76,8.86979434686524e-72,2.87495092000929e-67,5.41831978591446e-63,8.20922377387055e-59,9.67751361196108e-55,7.71248235250133e-51,3.83496346775067e-47,9.97061334442658e-44,1.16453818094811e-40,5.71501811648608e-38,1.15818975623202e-35,9.90479257303478e-34,4.05042962472792e-32,1.09927981323952e-30,2.37318826431231e-29,3.75821041859186e-28,5.24541173345175e-27,5.29420818475899e-26,2.70340598073266e-25,7.28521069056625e-25,1.71885487657825e-24,4.00722992062823e-24,5.27885874444253e-24,3.10069306952532e-24,7.92344155794234e-25,9.11000910953679e-26,4.95335824374905e-27,1.31264695519472e-28,1.68012045599894e-30,1.0110322604701e-32,2.80904570409665e-35,3.57193523202643e-38,2.0523771052776e-41,5.21109537318585e-45,5.69654541231014e-49,2.62212045649945e-53,5.00401682880821e-58,3.92150732206382e-63,1.25505857491552e-68,1.63541863647667e-74,8.66227196998186e-81,1.86332851442794e-87,1.62703912975273e-94,5.76566616227295e-102,8.2906150846134e-110,4.83703863379895e-118,1.14501700270487e-126,1.0997031146057e-135,4.285146345722e-145,6.77454594499721e-155,4.34528047625318e-165,1.13077934564238e-175,1.19387815247173e-186,5.11403909759406e-198,8.88771025465081e-210,6.26667952334743e-222,1.79269666267632e-234,2.08064432853503e-247,9.79739435030007e-261,1.87173789031325e-274,1.45077871095341e-288,4.56224930664423e-303,5.82074547466239e-318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",-8.16161616161616,-5.95959595959596,3.28701160635255e-213,8.58736697077549e-202,9.13282815228014e-191,3.95447837554468e-180,6.97293942851298e-170,5.00892221767231e-160,1.46653553558795e-150,1.75123240919041e-141,8.53594117070335e-133,1.69998174281165e-124,1.38493060855629e-116,4.62148429390574e-109,6.32622720684667e-102,3.55793990915756e-95,8.23453250453035e-89,7.85542052661883e-83,3.094499661947e-77,5.049730884374e-72,3.44404775077581e-67,1.01412289093722e-62,1.45244666133615e-58,1.36903672569029e-54,1.0705603576547e-50,6.10829060159674e-47,2.30826922924725e-43,5.1757004127127e-40,5.71494734597299e-37,2.75239461501351e-34,5.53053921879243e-32,4.65319656054689e-30,1.78459908743037e-28,4.13008712842336e-27,7.61650291657797e-26,1.04389896238581e-24,1.21991052986832e-23,1.13335054323193e-22,5.69283946214556e-22,1.5112652044157e-21,3.31470308902142e-21,7.22378312529119e-21,9.34106974352079e-21,5.51404775650485e-21,1.43907659298733e-21,1.71968051933645e-22,9.86848723720492e-24,2.77705971394902e-25,3.77226473941949e-27,2.4106012002038e-29,7.1278932154611e-32,9.6228272160754e-35,5.81182652455606e-38,1.52946001683881e-41,1.71061107999226e-45,7.98082400955317e-50,1.53462540098263e-54,1.20762651604758e-59,3.87355192858245e-65,5.05346564264831e-71,2.6783391125968e-77,5.76325645646484e-84,5.03330302941675e-91,1.78379539733535e-98,2.56509632314057e-106,1.49660701118366e-114,3.54279579004813e-123,3.40261482366178e-132,1.32588133510189e-141,2.09613895806657e-151,1.34449179277887e-161,3.49879464844551e-172,3.69403257302254e-183,1.58235829515848e-194,2.74998742619519e-206,1.93900230272809e-218,5.54686580774188e-231,6.43781810142114e-244,3.03145723841211e-257,5.79143106065124e-271,4.48892173812577e-285,1.41162673205982e-299,1.80102363162196e-314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",-7.96969696969697,-5.75757575757576,8.51870969349046e-209,2.21204919049691e-197,2.33965585926813e-186,1.00786927041576e-175,1.76835512240868e-165,1.26393661049144e-155,3.68137837023753e-146,4.37148195263054e-137,2.11764566673318e-128,4.18824562283136e-120,3.38525661836287e-112,1.11953416557562e-104,1.51687519740086e-97,8.43280423131368e-91,1.92659068935838e-84,1.81180437472614e-78,7.02564917456216e-73,1.12584738655013e-67,7.48964589106456e-63,2.0978945566714e-58,2.60706846474678e-54,1.71495509667037e-50,8.33027654892377e-47,3.27821684885538e-43,8.96940678569957e-40,1.58887174048876e-36,1.57064979006549e-33,7.27045792295342e-31,1.4399235632215e-28,1.19523553601677e-26,4.37789094400831e-25,8.83782572129439e-24,1.37434593725391e-22,1.63905451516299e-21,1.60007586468199e-20,1.33575867143351e-19,6.55011776217431e-19,1.71937553672698e-18,3.53316922627997e-18,7.14861251326175e-18,9.02766810853021e-18,5.35779383229787e-18,1.43357090534446e-18,1.79025180496457e-19,1.08936406593281e-20,3.26626752776412e-22,4.72683223424981e-24,3.22079125903086e-26,1.01458088540522e-28,1.44827561497796e-31,9.12625891829149e-35,2.47073037447255e-38,2.81134167553676e-42,1.32459791140013e-46,2.5609248232853e-51,2.02116750516941e-56,6.49323505409934e-62,8.4782012873247e-68,4.49543983200715e-74,9.67556378421417e-81,8.45113776640891e-88,2.99526708550411e-95,4.30734047676311e-103,2.51316629862759e-111,5.94927108976352e-120,5.71390005966634e-129,2.22651525536075e-138,3.51999222878467e-148,2.25777217381577e-158,5.87544258041658e-169,6.2033022781493e-180,2.65721747376364e-191,4.61799017974805e-203,3.25612174918968e-215,9.31472369318039e-228,1.08108794038939e-240,5.09065622156277e-254,9.72541662727569e-268,7.53814276792346e-282,2.37051222301804e-296,3.02441745910884e-311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",-7.77777777777778,-5.55555555555556,1.22169568012862e-204,3.14458957212884e-193,3.30060689493907e-182,1.41216651087028e-171,2.46231837229833e-161,1.74961089298156e-151,5.06662572098426e-142,5.98117770225959e-133,2.87956892528494e-124,5.65716899493412e-116,4.53878363361118e-108,1.48856908090135e-100,1.99797955369082e-93,1.09897169013002e-86,2.48085604110745e-80,2.30213208125959e-74,8.79641661576678e-69,1.38661405050975e-63,9.04307525037019e-59,2.45663887837976e-54,2.84359296624347e-50,1.52309564660189e-46,4.80946751482919e-43,1.21255558155998e-39,2.34350350336524e-36,3.06017617101858e-33,2.49635036506112e-30,1.06592184092068e-27,2.0514081013779e-25,1.67742066131122e-23,5.94244062626339e-22,1.07462343179288e-20,1.40154596178588e-19,1.45108616715293e-18,1.19062745408392e-17,8.71838875786687e-17,4.12830174949941e-16,1.07410128473971e-15,2.08612872756354e-15,3.89605331143887e-15,4.77513950750156e-15,2.8498302254102e-15,7.85080047741745e-16,1.03049568597022e-16,6.68111754317731e-18,2.14263651403459e-19,3.31680953766741e-21,2.41568393493928e-23,8.08980821871115e-26,1.2130947130095e-28,7.91306143248873e-32,2.18937083664115e-35,2.52305715956963e-39,1.19724351512703e-43,2.32367663697109e-48,1.83773783858532e-53,5.91048624033642e-59,7.72184280305486e-65,4.09566578865899e-71,8.81657770403373e-78,7.70152439123884e-85,2.72971316511633e-92,3.9255561936356e-100,2.29043930898779e-108,5.42205925233516e-117,5.20756491857498e-126,2.029217259666e-135,3.20807867274234e-145,2.05770754631312e-155,5.3548121628296e-166,5.65362062718946e-177,2.42175860727508e-188,4.20878533073767e-200,2.96759352360817e-212,8.48933674814887e-225,9.85291667042639e-238,4.63956814563888e-251,8.8636378688807e-265,6.87018050936551e-279,2.16045880010845e-293,2.75642084985055e-308,1.48219693752374e-323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",-7.58585858585859,-5.35353535353535,9.78974984948288e-201,2.4870825351158e-189,2.58137155320676e-178,1.09378409386804e-167,1.89099761079126e-157,1.33341496885511e-147,3.83415714554541e-138,4.49570851732119e-129,2.14991898888552e-120,4.19463521124312e-112,3.34079692809253e-104,1.08695527812191e-96,1.44607022481198e-89,7.87555725687369e-83,1.75819690010056e-76,1.61138257926145e-70,6.07271789936751e-65,9.42748484470806e-60,6.04220359551396e-55,1.60494775343292e-50,1.78538439222076e-46,8.62360359584459e-43,2.05084021869739e-39,3.23674419222019e-36,4.17893645515822e-33,3.90382907980574e-30,2.41714921581421e-27,8.88439543047678e-25,1.61261111261993e-22,1.28821107728098e-20,4.44376063862252e-19,7.38523241893996e-18,8.12357476914411e-17,7.23698484689479e-16,5.0448335620764e-15,3.17514008843402e-14,1.43068221357063e-13,3.69160060026582e-13,6.83924788750001e-13,1.1742283530146e-12,1.38638228166893e-12,8.31861747128527e-13,2.37027311451957e-13,3.28990482732588e-14,2.28398450496664e-15,7.86692646005885e-17,1.30682978852725e-18,1.0170738673397e-20,3.60252380606371e-23,5.6305585437753e-26,3.77382780460389e-29,1.06127958284471e-32,1.23439790471804e-36,5.88734318218864e-41,1.14578925000176e-45,9.0750628061356e-51,2.92097492291512e-56,3.81772776739834e-62,2.02536552664443e-68,4.36042789808411e-75,3.80918681657968e-82,1.35016421872671e-89,1.94168231381825e-97,1.13292111483061e-105,2.6819285582371e-114,2.57583907947687e-123,1.00372134107765e-132,1.58682825388671e-142,1.01781471481762e-152,2.64867944324478e-163,2.79648096390214e-174,1.19788762983085e-185,2.0818144360455e-197,1.46787698732e-209,4.19912702026101e-222,4.87360202826074e-235,2.29489495666547e-248,4.38426966228482e-262,3.39823495115588e-276,1.06863954993191e-290,1.36342351762125e-305,7.055257422613e-321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
